name,country,address,website,hall,stand,product_groups_top,product_groups,product_group_count,brands,trend_subjects,distribution_channels,target_markets,profile,detail_url
"ABIMAPI - Brazilian Association of Biscuits, Pasta and Industrialized Breads & Cakes",Brazil,"Paulista Av / Room 104 1754, 01310-920 Sao Paulo",http://www.abimapi.com.br,11.2,C070+C074,,,0,,,,,,https://www.ism-cologne.com/exhibitor/abimapi/
ABS Sweets B.V.,Netherlands,"Broekweg 3-2, 3956 NE LEERSUM",http://www.abssweets.nl,10.2,H091,"Chocolate, chocolate products | Sugar confectionery","Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Small bar of chocolate | Chocolate, chocolate products > Praline (hazelnut praline) chocolates | Chocolate, chocolate products > Creme praline chocolates | Chocolate, chocolate products > Chocolate eggs | Chocolate, chocolate products > Advent calender/Ramadan calendar | Chocolate, chocolate products > Christmas tree chocolates | Chocolate, chocolate products > Hollow chocolate figures (also filled chocolate figures) | Chocolate, chocolate products > Toys (also chocolates with toy gifts) | Chocolate, chocolate products > Chocolate items for the toy-shop | Chocolate, chocolate products > Santa sacks | Chocolate, chocolate products > Santa chocolate canes | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Chocolate with imprinted designs | Chocolate, chocolate products > Chocolate bars, filled/solid | Chocolate, chocolate products > Chocolate eggs, solid | Chocolate, chocolate products > Chocolate balls, solid/filled | Chocolate, chocolate products > Chocolate coins/chocolate squares/chocolate doubloons | Chocolate, chocolate products > Chocolate goods for Christmas | Sugar confectionery > Chocolate sweets/chocolate mint sweets | Sugar confectionery > Toffees / Butter-Toffees / Fudge | Sugar confectionery > Ice-cups | Sugar confectionery > Fondant products | Sugar confectionery > Gums and jelly confectionery | Sugar confectionery > Chewing gum (bubble gum/with liquid filling/soft gum) | Sugar confectionery > Fairground products/Parish fair articles | Sugar confectionery > Marzipan products | Sugar confectionery > Nougat products | Sugar confectionery > Cotton candy",29,ABS Sweets,Fair trade Private label,,Australia Brazil Canada China Colombia India Japan Mexico Middle East New Zealand Northern Europe Others Oceania South East Asia Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/abs_sweets/
Abtey Chocolaterie S.A.S.,France,"Rue de la Forêt 4, 68990 HEIMSBRUNN, P.O. Box 14, 68990 HEIMSBRUNN",http://www.abtey.fr,04.2,G038,"Chocolate, chocolate products","Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Hazelnut milk chocolate | Chocolate, chocolate products > Alcohol-filled chocolate | Chocolate, chocolate products > Alcohol-filled chocolates | Chocolate, chocolate products > Liqueur chocolates | Chocolate, chocolate products > Praline (hazelnut praline) chocolates | Chocolate, chocolate products > Creme praline chocolates | Chocolate, chocolate products > Hazelnut chocolates | Chocolate, chocolate products > Chocolate eggs | Chocolate, chocolate products > Brandy (cognac) chocolates eggs | Chocolate, chocolate products > Cognac chocolates | Chocolate, chocolate products > Advent calender/Ramadan calendar | Chocolate, chocolate products > Christmas tree chocolates | Chocolate, chocolate products > Hollow chocolate figures (also filled chocolate figures) | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Chocolate bars, filled/solid | Chocolate, chocolate products > Chocolate eggs, solid | Chocolate, chocolate products > Chocolate barrels/chocolate bottles (filled with liqueurs/ brandy/whisky) | Chocolate, chocolate products > Chocolate goods for Christmas",19,ABTEY,Fair trade Private label,,Australia China India Japan Middle East New Zealand Northern Europe Others Eastern Europe Others Oceania Russia South East Asia Southern Europe Türkiye Western Europe,,https://www.ism-cologne.com/exhibitor/abtey_chocolaterie/
AB Vilniaus pergalė,Lithuania,"V. A. Graiciuno str. 26, 02241 Vilnius",http://www.pergale.lt/en,11.1,A038,"Chocolate, chocolate products | Snack foods | Sugar confectionery","Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > Milk chocolate | Snack foods > Crackers (water biscuits) | Sugar confectionery > Sweets filled with alcohol | Sugar confectionery > Cocoa confectionery",5,PERGALE PICKS RAXI,Private label,,Mexico Middle East Northern Europe Others Eastern Europe Others South America South East Asia Southern Europe Western Europe,,https://www.ism-cologne.com/exhibitor/ab_vilniaus_pergal_vilniaus_pergale/
"Adams & Brooks, Inc.",United States of America,"4345 Hallmark Pkwy, San Bernardino ,CA 92407-1829",http://www.adams-brooks.com,10.2,F069,"Chocolate, chocolate products | Sugar confectionery","Chocolate, chocolate products > Peanut chocolate | Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Small bar of chocolate | Sugar confectionery > Coffee sweets | Sugar confectionery > Chews | Sugar confectionery > Licorice sweets | Sugar confectionery > Lollipops (cherries on sticks/shaped lollies/also filled lollies) | Sugar confectionery > Toffees / Butter-Toffees / Fudge | Sugar confectionery > Gums and jelly confectionery | Sugar confectionery > Licorice/licorice products",10,Big Cherry Coffee Rio Fairtime Taffy Hawaiian Punch P-Nuttles Sour Punch Pops Sour Punch Taffy Twirl Pop Unicorn Pops Whirly Pops,,,Australia Canada Japan Mexico Middle East New Zealand Northern Europe South Africa South East Asia Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/adams_-_brooks/
"Adam Foods, S.L.U.",Spain,"Travesera de Gràcia 342, 08025 Barcelona",https://www.adamfoods.com/,11.1,F040,"Chocolate, chocolate products | Fine bakery products | Snack foods | Sugar confectionery | Sugar-free confectionary and snacks","Chocolate, chocolate products > Alpine milk chocolate/Alpine cream chocolate/Alpine full-milk chocolate | Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > Flaked cracknel chocolate | Chocolate, chocolate products > Block chocolate | Chocolate, chocolate products > Capuccino chocolate | Chocolate, chocolate products > Cola chocolate | Chocolate, chocolate products > Chocolate with fructose and/or sweeteners/Diet chocolate | Chocolate, chocolate products > Superior dark chocolate/Superior full-milk chocolate | Chocolate, chocolate products > Peanut chocolate | Chocolate, chocolate products > Nut chocolate in transparent packing | Chocolate, chocolate products > Fruit chocolate (orange/lemon) | Chocolate, chocolate products > Fruit chocolate with cream | Chocolate, chocolate products > Household chocolate/Household milk chocolate | Chocolate, chocolate products > Ginger chocolate | Chocolate, chocolate products > Yoghurt chocolate (filled and solid) | Chocolate, chocolate products > Cocoa powder, retail packs | Chocolate, chocolate products > Instant cocoa powder, retail packs | Chocolate, chocolate products > Chocolate crisp | Chocolate, chocolate products > Coconut chocolate | Chocolate, chocolate products > Creme chocolate | Chocolate, chocolate products > Cracknel chocolate | Chocolate, chocolate products > Chocolate coating, retail packs | Chocolate, chocolate products > Aero chocolate | Chocolate, chocolate products > Almond chip chocolate | Chocolate, chocolate products > Almond cracknel chocolate | Chocolate, chocolate products > Almond praline / Hazelnut praline chocolate | Chocolate, chocolate products > Almond-hazelnut chocolate | Chocolate, chocolate products > Marzipan chocolate | Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Hazelnut milk chocolate | Chocolate, chocolate products > Mocha chocolate, Mocha-cream chocolate, solid/filled | Chocolate, chocolate products > Nougat (Hazelnut praline) chocolate/Nougat cracknel chocolate | Chocolate, chocolate products > Nut-brittle chocolate, Nut-nougat chocolate | Chocolate, chocolate products > Peppermint chocolate, solid/filled | Chocolate, chocolate products > Small bars of peppermint chocolate, solid/filled | Chocolate, chocolate products > Tablet of filled chocolate squares | Chocolate, chocolate products > Puffed-rice chocolate | Chocolate, chocolate products > Cream chocolate | Chocolate, chocolate products > Rum and almond chocolate | Chocolate, chocolate products > Rum and raisin chocolate | Chocolate, chocolate products > Rum, hazelnut and raisin chocolate | Chocolate, chocolate products > Cream chocolate / cream cracknel chocolate | Chocolate, chocolate products > Alcohol-filled chocolate | Chocolate, chocolate products > Small bar of chocolate | Chocolate, chocolate products > Chocolate covering/couverture | Chocolate, chocolate products > Truffle chocolate | Chocolate, chocolate products > Full-milk chocolate | Chocolate, chocolate products > Full-milk cracknel | Chocolate, chocolate products > Full-milk almond chocolate | Chocolate, chocolate products > Full-milk mocha chocolate | Chocolate, chocolate products > Full-milk hazelnut chocolate | Chocolate, chocolate products > Full-milk nut chocolate | Chocolate, chocolate products > Full-milk chocolate with whole almond or nuts | Chocolate, chocolate products > White chocolate | Chocolate, chocolate products > Flavoured white chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate with whole nuts | Chocolate, chocolate products > Alcohol-filled chocolates | Chocolate, chocolate products > Dessert chocolates | Chocolate, chocolate products > Pralines with fructose and/or sweeteners/Diet pralines | Chocolate, chocolate products > Peanut chips/peanut lumps/peanut pyramids | Chocolate, chocolate products > Chocolate sticks with flavoured, liquid centres | Chocolate, chocolate products > Fondant chocolates | Chocolate, chocolate products > Fruit chocolates (pineapple, apple, strawberry, raspberry, cherry, orange) | Chocolate, chocolate products > Coated jellies | Chocolate, chocolate products > Yoghurt chocolates | Chocolate, chocolate products > Creme chocolates | Chocolate, chocolate products > Chocolates coated coffee beans and coffee chocolates,solid/filled | Chocolate, chocolate products > Advocat chocolates | Chocolate, chocolate products > Cracknel chocolates | Chocolate, chocolate products > Liqueur chocolates | Chocolate, chocolate products > Almond chocolates/almond splitz/almond lumps/almond pyramids | Chocolate, chocolate products > Marzipan chocolates/marzipan and walnut chocolates | Chocolate, chocolate products > Mocha beans and mocha chocolates, solid/filled | Chocolate, chocolate products > Mozartkugeln | Chocolate, chocolate products > Praline (hazelnut praline) chocolates | Chocolate, chocolate products > Creme praline chocolates | Chocolate, chocolate products > Hazelnut lumps/hazelnut pyramids/hazelnut chips | Chocolate, chocolate products > Hazelnut chocolates | Chocolate, chocolate products > Peppermint chocolates | Chocolate, chocolate products > Chocolate eggs | Chocolate, chocolate products > Rum-filled chocolates beans/rum-filled chocolate eggs / rumballs (Jamaica rum) | Chocolate, chocolate products > Walnut chocolates | Chocolate, chocolate products > Brandy (cognac) chocolates beans | Chocolate, chocolate products > Brandy (cognac) chocolates eggs | Chocolate, chocolate products > Brandy (cognac) chocolates with cherries/Brandy chocolates | Chocolate, chocolate products > Cognac chocolates | Chocolate, chocolate products > Truffle chocolates | Chocolate, chocolate products > Advent calender/Ramadan calendar | Chocolate, chocolate products > Christmas tree chocolates | Chocolate, chocolate products > Flaked cracknel | Chocolate, chocolate products > Chocolates flake for sprinkling | Chocolate, chocolate products > Chocolate cornflake crisp (milk/plain) | Chocolate, chocolate products > Hollow chocolate figures (also filled chocolate figures) | Chocolate, chocolate products > Langues de chat (also filled) | Chocolate, chocolate products > Toys (also chocolates with toy gifts) | Chocolate, chocolate products > Chocolate items for the toy-shop | Chocolate, chocolate products > Advocat-filled chocolate items | Chocolate, chocolate products > Neapolitains | Chocolate, chocolate products > Santa sacks | Chocolate, chocolate products > Santa chocolate canes | Chocolate, chocolate products > Santa chocolate boots | Chocolate, chocolate products > Two nuts in a shell | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Layered chocolates/layered chocolate eggs | Chocolate, chocolate products > Filled chocolate Biedermeier bouquets | Chocolate, chocolate products > Gift-eggs | Chocolate, chocolate products > Puffed-rice pieces, bars | Chocolate, chocolate products > Grating chocolate | Chocolate, chocolate products > Chocolate with imprinted designs | Chocolate, chocolate products > Chocolate bars, filled/solid | Chocolate, chocolate products > Chocolate cups, chocolate bowls, chocolate pots | Chocolate, chocolate products > Chocolate leaves, chocolate tiles, chocolate buttons | Chocolate, chocolate products > Chocolate eggs, solid | Chocolate, chocolate products > Chocolate barrels/chocolate bottles (filled with liqueurs/ brandy/whisky) | Chocolate, chocolate products > Chocolate flakes/milk chocolate flakes | Chocolate, chocolate products > Chocolate-shaped hearts/chocolate-shaped hearts on strings | Chocolate, chocolate products > Chocolate witch's house | Chocolate, chocolate products > Chocolate horseshoe | Chocolate, chocolate products > Chocolate wreath, solid/filled | Chocolate, chocolate products > Chocolate balls, solid/filled | Chocolate, chocolate products > Chocolate beetles/lucky chocolate beetles/chocolate lady- birds | Chocolate, chocolate products > Chocolate coins/chocolate squares/chocolate doubloons | Chocolate, chocolate products > Chocolate biscuits | Chocolate, chocolate products > Chocolate butterflies | Chocolate, chocolate products > Chocolate slices and slithers | Chocolate, chocolate products > Chocolate sprinkles | Chocolate, chocolate products > Choc-chips | Chocolate, chocolate products > Chocolate sticks, solid/filled | Chocolate, chocolate products > Chocolate balls coated in vermicelli | Chocolate, chocolate products > Chocolate goods for Christmas | Chocolate, chocolate products > Chilled chocolate snacks | Chocolate, chocolate products > Sugar-free chocolate | Chocolate, chocolate products > Sugar-reduced chocolate | Chocolate, chocolate products > Fat-reduced chocolate | Chocolate, chocolate products > Lactose-free chocolate | Chocolate, chocolate products > Sustainable sweets & snacks | Fine bakery products > Sandwich biscuits with cream filling | Fine bakery products > Bbiscuits assortments/chocolate coated biscuits | Fine bakery products > Spiced biscuits | Fine bakery products > Bars with biscuits and wafer centre | Snack foods > Crackers (water biscuits) | Snack foods > Cheese biscuits/assorted cheese snacks/cheese wafers/ cheese rolls | Snack foods > Salted snacks (pretzels/assortments/sticks) | Snack foods > Salted snacks - water biscuits | Snack foods > Biscuit snacks | Sugar confectionery > Cocoa confectionery | Sugar-free confectionary and snacks > Sugar-free biscuits",148,Artiach ChocoFlakes Cuétara Dr Gerard Filipinos Granja San Francisco Health Range - 0% Krit Phoskitos Tosta Rica,Halal Impulse packages Kosher Sugar free,,Australia Brazil Canada China Colombia East Africa India Japan Mexico Middle East New Zealand North Africa Northern Europe Others Central America Others Eastern Europe Others Oceania Others South America Russia South Africa South East Asia Southern Europe Türkiye USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/adam_foods/
ADF Snacks B.V.,Netherlands,"Schoterhoek 31, 2441 LC NIEUWVEEN",http://adfsnacks.eu,03.2,B020,Snack foods,Snack foods > Corn snacks,1,Puffetto Rockly,Halal Kosher Private label,,Australia Middle East New Zealand Northern Europe Others Eastern Europe Others Oceania Southern Europe Western Europe,,https://www.ism-cologne.com/exhibitor/adf_snacks_bv/
Adikam Sp. z o.o.,Poland,"Szlachecka 42, 32-050 Borek Szlachecki",http://www.adikam.com,11.2,G060a,"Chocolate, chocolate products | Sugar confectionery | Sugar-free confectionary and snacks","Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > Chocolate with fructose and/or sweeteners/Diet chocolate | Chocolate, chocolate products > Chocolate coating, retail packs | Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Mocha chocolate, Mocha-cream chocolate, solid/filled | Chocolate, chocolate products > Small bar of chocolate | Chocolate, chocolate products > Chocolate covering/couverture | Chocolate, chocolate products > Full-milk chocolate | Chocolate, chocolate products > White chocolate | Chocolate, chocolate products > Flavoured white chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate | Chocolate, chocolate products > Dessert chocolates | Chocolate, chocolate products > Christmas tree chocolates | Chocolate, chocolate products > Hollow chocolate figures (also filled chocolate figures) | Chocolate, chocolate products > Chocolate items for the toy-shop | Chocolate, chocolate products > Santa sacks | Chocolate, chocolate products > Santa chocolate canes | Chocolate, chocolate products > Santa chocolate boots | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Gift-eggs | Chocolate, chocolate products > Chocolate with imprinted designs | Chocolate, chocolate products > Chocolate bars, filled/solid | Chocolate, chocolate products > Chocolate cups, chocolate bowls, chocolate pots | Chocolate, chocolate products > Chocolate leaves, chocolate tiles, chocolate buttons | Chocolate, chocolate products > Chocolate eggs, solid | Chocolate, chocolate products > Chocolate horseshoe | Chocolate, chocolate products > Chocolate wreath, solid/filled | Chocolate, chocolate products > Chocolate balls, solid/filled | Chocolate, chocolate products > Chocolate butterflies | Chocolate, chocolate products > Chocolate goods for Christmas | Chocolate, chocolate products > Sugar-free chocolate | Chocolate, chocolate products > Sugar-reduced chocolate | Chocolate, chocolate products > Fat-reduced chocolate | Sugar confectionery > Chocolate items for the toy-shop | Sugar confectionery > Sugar-free products | Sugar-free confectionary and snacks > Sugar-free chocolate | Sugar-free confectionary and snacks > Sugar-free chocolate products | Sugar-free confectionary and snacks > Sugar-free sweets",38,Adikam ChocoCoffee,Fair trade Functional Handcrafted products/Artisan Impulse packages Private label Sugar free,,Australia Brazil Canada China Colombia East Africa India Japan Mexico Middle East New Zealand North Africa Northern Europe Others Central America Others Eastern Europe Others Oceania Others South America South Africa South East Asia Southern Europe Türkiye USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/adikam/
Agrisicilia S.p.A.,Italy,"Contrada Vignale 7, 95032 BELPASSO (CT)",https://agrisicilia.eu/,11.1,A042,"Chocolate, chocolate products | Raw materials and ingredients | Sugar-free confectionary and snacks","Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Raw materials and ingredients > Jams | Sugar-free confectionary and snacks > Sugar-free sweets | Sugar-free confectionary and snacks > Sugar-free fruit jellies",4,Agrisicilia S.p.A.,Organic Private label Sugar free,,Canada China Japan Northern Europe Southern Europe USA Western Europe,,https://www.ism-cologne.com/exhibitor/agrisicilia_spa/
AGROSERC S.A,Spain,"Polígono Industrial la Casilla, 03460 Beneixama",http://www.agroserc.com,11.1,G051,"Chocolate, chocolate products | Snack foods | Trend Snacks & Natural Snacks","Chocolate, chocolate products > Peanut chocolate | Chocolate, chocolate products > Nut chocolate in transparent packing | Chocolate, chocolate products > Ginger chocolate | Chocolate, chocolate products > Coconut chocolate | Chocolate, chocolate products > Chocolate coating, retail packs | Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Hazelnut milk chocolate | Chocolate, chocolate products > Chocolates coated coffee beans and coffee chocolates,solid/filled | Chocolate, chocolate products > Hazelnut chocolates | Chocolate, chocolate products > Walnut chocolates | Chocolate, chocolate products > Chocolate cornflake crisp (milk/plain) | Chocolate, chocolate products > Sugar-free chocolate | Snack foods > Cashew nuts | Snack foods > Peanuts | Snack foods > Macadamia nuts | Snack foods > Corn snacks | Snack foods > Almonds | Snack foods > Pecan nuts | Snack foods > Pine nuts | Snack foods > Pistachio nuts | Snack foods > Walnut kernels | Trend Snacks & Natural Snacks > Dried fruit and vegetables",22,PRUNITA,Fair trade Halal Kosher Organic Private label Sugar free,,Canada Northern Europe Others South America USA,,https://www.ism-cologne.com/exhibitor/agroserc_sa/
AGRO BLEND GROUP,Albania,"National Road Kavaje,Rrogozhine, Km 5 One,storey Building N 123, 2501 Tirana",https://bonocroissant.com,03.2,B018,Snack foods,Snack foods > Pretzels/salted cocktail snacks/salted sticks | Snack foods > Cashew nuts | Snack foods > Cocktail biscuits | Snack foods > Peanuts | Snack foods > Peanut puffs | Snack foods > Pork scratchings | Snack foods > Crackers (water biscuits) | Snack foods > Hazelnuts | Snack foods > Cheese biscuits/assorted cheese snacks/cheese wafers/ cheese rolls | Snack foods > Potato crisps/potato sticks/other potato snacks | Snack foods > Cocktail biscuits / mini-pizza biscuits | Snack foods > Salted pretzels and rolls | Snack foods > Macadamia nuts | Snack foods > Corn snacks | Snack foods > Almonds | Snack foods > Assorted nuts / assorted nuts and raisins | Snack foods > Assorted nuts / tropical fruit and nuts | Snack foods > Assorted nuts | Snack foods > Pecan nuts | Snack foods > Pine nuts | Snack foods > Pistachio nuts | Snack foods > Popcorn/Puffed-corn/Puffed-rice | Snack foods > Rice-snacks | Snack foods > Salted snacks (pretzels/assortments/sticks) | Snack foods > Salted snacks - water biscuits | Snack foods > Soya kernels | Snack foods > Biscuit snacks | Snack foods > Walnut kernels | Snack foods > Wheat snacks | Snack foods > Onion rings / onion rolls | Snack foods > Sunflower seeds | Snack foods > Vegan snack foods | Snack foods > Sugar-free snacks foods | Snack foods > Sugar-reduced snack foods | Snack foods > Fat-reduced snack foods | Snack foods > Lactose-free snack foods | Snack foods > Gluten-free snack foods | Snack foods > Salt-reduced snack foods,38,"Bono Croissant,Pasta Diamond",Private label,,,,https://www.ism-cologne.com/exhibitor/agro_blend_group/
AGT Foods Europe B.V.,Netherlands,"Building Mr. van Coothstraat 7 A, 5141 EP WAALWIJK",http://www.agtfoods.co.za,10.1,G054,Raw materials and ingredients | Snack foods | Sugar confectionery | Trend Snacks & Natural Snacks,Raw materials and ingredients > Seeds | Raw materials and ingredients > Corn products | Snack foods > Corn snacks | Snack foods > Popcorn/Puffed-corn/Puffed-rice | Snack foods > Gluten-free snack foods | Sugar confectionery > Coated popcorn/coated puffed-rice | Trend Snacks & Natural Snacks > Vegan trend snacks,7,AGT Foods Corona Popcorn Freshpop Kingpop,Allergy friendly Functional Halal Kosher Private label Vegan Vegetarian,,Australia China India Japan Middle East New Zealand Northern Europe Others Eastern Europe Others Oceania South Africa South East Asia Southern Europe Türkiye Western Europe,,https://www.ism-cologne.com/exhibitor/agt_foods_europe_bv/
Aines Chocolates Ltd,Ireland,"Stradone Village, Cavan H12Y6Y5",http://www.chocolates.ie,04.2,G031,"Chocolate, chocolate products","Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Small bar of chocolate | Chocolate, chocolate products > Chocolate bars, filled/solid",3,Aines,Halal Handcrafted products/Artisan,,China Japan Northern Europe Others Eastern Europe Russia Southern Europe Türkiye Western Europe,,https://www.ism-cologne.com/exhibitor/aines_chocolates_ltd/
"AJF Co.,Ltd.",Japan,"Mizonokuchi Fuji Building 5F Takatsu-ku 1-8-21-5F Mizonokuchi, 2130001 Kawasaki",https://beikamochi.eu/,10.1,J041,Snack foods,Snack foods > Rice-snacks,1,BEIKA,,,Australia East Africa New Zealand North Africa Northern Europe Others Eastern Europe Others Oceania Russia South Africa Southern Europe Türkiye West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/ajf_coltd/
AK-PA Handels GmbH,Germany,"Lorscher Str. 26, 68642 Bürstadt",http://www.ak-pa.de,10.2,E030,Snack foods | Sugar confectionery | Trend Snacks & Natural Snacks,"Snack foods > Corn snacks | Snack foods > Assorted nuts / assorted nuts and raisins | Snack foods > Assorted nuts / tropical fruit and nuts | Snack foods > Assorted nuts | Snack foods > Pistachio nuts | Snack foods > Popcorn/Puffed-corn/Puffed-rice | Sugar confectionery > Marshmallows | Sugar confectionery > Nougat products | Sugar confectionery > Halva | Trend Snacks & Natural Snacks > Fruit-, Vegetable- and nut bars",10,Dogus Feyza Patos Pinko Starnut Tempo,Halal Kosher,,Western Europe,,https://www.ism-cologne.com/exhibitor/ak-pahandels/
Akros Ltd,Tanzania,"Akros Limited,House No. 718/58, Dar Es Salaam",https://www.akros.co.tz/,10.1,F069,Raw materials and ingredients | Snack foods,Raw materials and ingredients > Nuts | Snack foods > Cashew nuts,2,,,,Canada Northern Europe Others Eastern Europe Russia Southern Europe Türkiye USA Western Europe,,https://www.ism-cologne.com/exhibitor/akros_ltdlaserlink/
AKSAM SP. Z O.O.,Poland,"Karolina 70, 32-608 Osiek",http://www.aksam.pl,11.1,C031,Snack foods,Snack foods > Pretzels/salted cocktail snacks/salted sticks | Snack foods > Salted pretzels and rolls | Snack foods > Salted snacks (pretzels/assortments/sticks),3,,Halal Kosher Private label Vegan Vegetarian,,Australia Brazil Canada China East Africa Japan Middle East New Zealand North Africa Northern Europe Others Central America Others South America South Africa South East Asia Southern Europe Türkiye USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/aksam/
AKSUGIDA MAD. IML. SAN. VE TIC. LTD.STI.,Türkiye,"BÜYÜKKAYACIK OSB MAH., Konya",https://aksugida.com/,11.2,B021a,"Chocolate, chocolate products","Chocolate, chocolate products > Full-milk chocolate",1,AKSU,Halal Organic,,China East Africa Mexico Middle East Northern Europe South Africa Southern Europe USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/aksugida/
Aktuell Vertriebs GmbH,Germany,"Langer Brauck 19b, 58640 Iserlohn",https://aktuell-web.de,10.2,B008,"Chocolate, chocolate products | Fine bakery products","Chocolate, chocolate products > Alpine milk chocolate/Alpine cream chocolate/Alpine full-milk chocolate | Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Fine bakery products > Sponge fingers | Fine bakery products > Puff pastry products | Fine bakery products > Almond pastries/almondbiscuits | Fine bakery products > Marzipan pastries | Fine bakery products > Wafers, filled / without filling / plain wafers coated in chocolate",7,Belli Cantuccini,,,Western Europe,,https://www.ism-cologne.com/exhibitor/aktuell/
AK NISASTA SANAYI VE TICARET A.S.,Türkiye,"Yesilkoy Mahallesi EGS Business Park B2 Blok Kat13 399, 34149 Istanbul",https://www.aknisasta.com.tr/,10.1,G079,Raw materials and ingredients,"Raw materials and ingredients > Starches (native, modified, instant) | Raw materials and ingredients > Raw materials and ingredients for the production of sweets and snacks - other | Raw materials and ingredients > Sugar substitutes | Raw materials and ingredients > Corn products",4,"Ak Nisasta, As Hak, Dextrowder, Cornamyl",Allergy friendly Halal Kosher Organic Private label,,Australia Brazil Canada China Colombia East Africa India Japan Mexico Middle East New Zealand North Africa Northern Europe Others Central America Others Eastern Europe Others Oceania Others South America Russia South Africa South East Asia Southern Europe Türkiye USA West Africa Western Europe,,https://www.ism-cologne.com/exhibitor/ak_nisasta_sanayi_ve/
Albanese Confectionery Group Inc.,United States of America,"5441 E Lincoln Hwy, Merrillville ,IN 46410-5947",http://www.wholesale.albaneseconfectionery.com,10.2,E070,"Chocolate, chocolate products | Snack foods | Sugar confectionery | Sugar-free confectionary and snacks","Chocolate, chocolate products > Dark chocolate/Dark cream chocolate | Chocolate, chocolate products > Peanut chocolate | Chocolate, chocolate products > Yoghurt chocolate (filled and solid) | Chocolate, chocolate products > Coconut chocolate | Chocolate, chocolate products > Creme chocolate | Chocolate, chocolate products > Almond praline / Hazelnut praline chocolate | Chocolate, chocolate products > Almond-hazelnut chocolate | Chocolate, chocolate products > Milk chocolate | Chocolate, chocolate products > Peppermint chocolate, solid/filled | Chocolate, chocolate products > Cream chocolate | Chocolate, chocolate products > Full-milk chocolate | Chocolate, chocolate products > Dark (semi-sweet) chocolate with whole nuts | Chocolate, chocolate products > Yoghurt chocolates | Chocolate, chocolate products > Almond chocolates/almond splitz/almond lumps/almond pyramids | Chocolate, chocolate products > Peppermint chocolates | Chocolate, chocolate products > Walnut chocolates | Chocolate, chocolate products > Layered chocolates/layered chocolate eggs | Chocolate, chocolate products > Sugar-free chocolate | Snack foods > Peanuts | Snack foods > Almonds | Snack foods > Assorted nuts / assorted nuts and raisins | Snack foods > Assorted nuts | Snack foods > Pecan nuts | Snack foods > Pistachio nuts | Snack foods > Walnut kernels | Snack foods > Sunflower seeds | Sugar confectionery > Chocolate beans | Sugar confectionery > Sugared jellies | Sugar confectionery > Gums and jelly confectionery | Sugar confectionery > Coated popcorn/coated puffed-rice | Sugar confectionery > Sugar-free products | Sugar-free confectionary and snacks > Sugar-free chocolate",32,12 Flavor Albanese World's Best,Allergy friendly Functional Halal Kosher Sugar free,,Brazil China Colombia East Africa India Mexico North Africa Others Central America Others South America South Africa West Africa,,https://www.ism-cologne.com/exhibitor/albanese/
Albert Premier NV,Belgium,"Hemelstraat 8, 1651 Beersel",http://www.albertpremier.be,04.2,N019,"Chocolate, chocolate products","Chocolate, chocolate products > Small bar of chocolate | Chocolate, chocolate products > Neapolitains | Chocolate, chocolate products > Easter chocolate products | Chocolate, chocolate products > Chocolate coins/chocolate squares/chocolate doubloons",4,Albert Premier Private Label,Fair trade Kosher Private label Vegan Vegetarian,,,,https://www.ism-cologne.com/exhibitor/albert_premier/
