no,name,website,category,booth,attributes,intro,exhibited_products,product_count,product_nos,product_names,image_url,company_url,archived_at
2667,MATEKS FOOD INDUSTRY,https://mateksas.com/,National Pavilion,E1-A19-66,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : AEGEAN EXPORTERS' ASSOCIATIONS,"Mateks provides custom recipes and product types specific to your requirements. All products are vegan, also free from GMO, nut and gluten.","Infused Fruits, Fruit Puree Pieces, Bakesafe Fruit Puree Pieces, Natural Dried Fruits, Organic Dried Fruits, GiggleLand Healthy Snacks, FruitMade Snacks",5,9143 | 9142 | 9144 | 9061 | 9141,BakeSafe® Fruit Puree Pieces | Fruit Puree Pieces | GiggleLand Healthy Snacks & FruitMade Dried Snacks | Infused Fruits | Natural Dried Fruits,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2667.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2667,20250307210722
2668,MERKO,,National Pavilion,E1-A19-49,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : AEGEAN EXPORTERS' ASSOCIATIONS,,,5,8480 | 8486 | 8483 | 8478 | 8482,ASEPTIC DICED TOMATOES | DICED TOMATOES IN CANS | PIZZA SAUCE | TOMATO PASTE | WHOLE PEELED TOMATOES,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2668,20250306121759
2669,ALFONSO SELLITTO SPA,,Imports Food,E2-V27-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ANICAV,,"preserved tomatoes, tomato sauce",0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2669,20250308023429
2670,ANIELLO LONGOBARDI SRL,,Imports Food,E2-V27-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ANICAV,,preserved tomatoes,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2670,20250308023050
2671,LA DORIA SPA,,Imports Food,E2-V27-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ANICAV,,preserved tomatoes,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2671,20250308033849
2672,PANCRAZIO SPA,,Imports Food,E2-V27-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ANICAV,,preserved tomatoes and legumes,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2672,20250312165234
2673,LE DUE VALLI SRL,,Imports Food,E2-V27-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ANICAV,,PRESERVED TOMATOES,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2673,20250308011110
2674,FPD SRL,,Imports Food,E2-V27-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ANICAV,,preserved tomatoes,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2674,20250321045607
2676,"MARDAK GLOBAL EXPORT, INC.",https://www.mardakglobal.com,National Pavilion,E4-U21-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : PHILIPPINE EMBASSY IN TOKYO,"Our Booth is located at E4-U21, we will showcase our products such as Tropical Fruit in syrup, Frozen fruits and vegetables and Condiments.","Tropical Fruit in syrup, Frozen fruits and vegetables, Condiments",5,7973 | 7964 | 7880 | 7961 | 7959,FROZEN GRATED UBE | FROZEN SHREDDED YOUNG COCONUT | NATA DE COCO (Coco Gel) | SAUTEED SHRIMP FRY | UBE JAM (PURPLE YAM JAM),https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2676.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2676,20250307223217
2677,PEARL FOOD INTERNATIONAL,https://www.pearlfoods-intl.com/,National Pavilion,E4-U21-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : PHILIPPINE EMBASSY IN TOKYO,"Nata de Coco, Kaong, Fruit mix, Macapuno String, Banana in Syrup, Purple Yam Spread","Nata de Coco, Kaong, Fruit mix, Macapuno String, Banana in Syrup, Purple Yam Spread",5,7967 | 7980 | 8235 | 8001 | 8232,Pearl Delight Coconut Gel - White in syrup | Pearl Delight Coconut Sport (Macapuno in Syrup) | Pearl Delight Fruit Mix and Beans in Syrup | Pearl Delight Purple Yam Spread | Pearl Delight Sugar Palm Fruit - White in Syrup,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2677.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2677,20250306134959
2680,WELLNESSCARE INTERNATIONAL CORP,,National Pavilion,E4-U21-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : PHILIPPINE EMBASSY IN TOKYO,"Wellnesscare Int'l Corp. is excited to announce its participation in Foodex Japan 2025, one of Asia’s largest food and beverage trade shows, to be held at Tokyo Big Sight, Tokyo, Japan, from March 11-14, 2025. Visit us at the Philippine Pavilion, Booth E4-U21, and explore the finest coconut-based products, crafted with the highest standards of quality and sustainability. | | We will showcase our full range of export-quality coconut products, including Virgin Coconut Oil, RBD Coconut Oil, Coconut Flour, Desiccated Coconut, and Coconut Butter. Sourced from the best coconuts in the Philippines, these products are known for their purity, flavor, and versatility, making them ideal for food, beverage, and health industries. | | Don’t miss out on this exciting opportunity to discover the natural, healthy ingredients that Wellnesscare offers for a sustainable future in food. We look forward to meeting you at Booth E4-U21 at Foodex Japan 2025!",Virgin Coconut Oil | RBD Coconut Oil | Coconut Flour | Coconut Butter | Desiccated Coconut (Regular) | Desiccated Coconut (Sweetened) | Desiccated Coconut (Toasted) | Coconut Water | Coconut Water Concentrate | Coconut Milk | Coconut Milk Drink | Coconut Cream,2,8192 | 8156,Coconut Water | Desiccated Coconut,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2680.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2680,20250307021553
2682,ENGSENG FOOD PRODUCTS,https://www.facebook.com/Eng Seng food products,National Pavilion,E4-U21-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : PHILIPPINE EMBASSY IN TOKYO,Eng Seng Food Products,"Fresh durian, frozen durian, jackfruit, pineapple, young coconut, Dried Fruits jackfruit, durian, pineapple, guyabano, coconut chips, bananachips, durian candy tower yema durian,ube",5,8045 | 8010 | 7998 | 8003 | 8054,Bananachips | DRIED DURIAN | FROZEN DURIAN | FROZEN JACKFRUIT | Frozen Young Coconut meat,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2682.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2682,20250323013739
2683,"FISHERFARMS, INC",http://www.fisherfarms.ph,National Pavilion,E4-U21-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : PHILIPPINE EMBASSY IN TOKYO,"Frozen Milkfish and Frozen Shrimp, Value Added Milkfish, Value Added Fish, Value Added Shrimp, Breaded Fish, Breaded Shrimp, Fish Sausage","Smoked Pure Belly Milkfish, Gourmet Milkfish Fillet Variety Pack, All Natural Fish Sausage Sampler Pack, Shrimp Cocktail with Mango Sriracha Sauce, Fish Sausage, Fish Nuggets, Fish Patties, Shrimp Nuggets, Shrimp Patties, Vannamei Shrimp, Marinated Milkfish Fillets, Marinated Fish Fillets, Stuffed Fish, Fish Delis, Ebi Fry, Shrimp Poppers",5,8029 | 8038 | 8014 | 8055 | 7992,All Natural Fish Sausage Sampler Pack | Corn and Coconut Breaded Shrimp | Gourmet Milkfish Fillet Variety Pack | Shrimp Cocktail with Mango Sriracha Sauce | Smoked Pure Belly Milkfish,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2683.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2683,20250323021314
2685,AGRICULTURE,,National Pavilion,E4-U21-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : PHILIPPINE EMBASSY IN TOKYO,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2685,20250310171615
2689,525 FOOD PRODUCTION,https://525.lv,National Pavilion,E3-S06-21,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Investment and Development Agency Of Latvia,"frozen, meals, ready, gourmet, quick, easy, food, premium, healthy, natural, restaurant, quality, freezing, meal, prep, dinner, nutritious, convenient, organic, chef, delivery, protein, fitness, nutrition, weight, management, sustainable, eco, friendly, flavors, convenience, seafood, caviar, red, black, salmon, roe, trout, chum, sturgeon, Siberian, white, Kaluga, luxury, exclusive, fine, dining, delicacy, fish, eggs, sustainable, fresh, supplier, wholesale, farmed, authentic, canned, sturgeon, sardines, sprats, smoked, omega, delicacies, best, traditional, preserved, high, value, healthy, desserts, sugar, free, sweets, guilt, low, calorie, nutritious, diet, wellness, superfood, functional, protein, keto, gluten, dairy, raw, natural, handmade, taste, ingredients, sustainable, environment, food, industry, B2B, restaurant, wholesale, international, trade, distribution, fine, refined, artisan, modern, market, high, value, best, selection, packaging, sourcing, innovation, expertise, premium, export, authentic, creativity, tradition, perfection, best, in, class.","5 Minute Gourmet, KHANCAVIAR & KHAN FOOD – Premium Frozen Meals, Caviar, Canned Seafood & Healthy Desserts | | 5 Minute Gourmet offers high-quality frozen meals made with advanced acoustic freezing technology, preserving taste, texture, and nutrients. Our dishes, free from artificial preservatives, provide restaurant-quality flavors in minutes. The selection includes hearty meat dishes and vibrant vegetarian options, ensuring a perfect balance of convenience, health, and taste. KHANCAVIAR presents luxurious red caviar from trout, pink salmon, and chum salmon, as well as black caviar from Siberian sturgeon, white sturgeon, and Kaluga, delivering an exclusive gourmet experience. KHAN FOOD specializes in premium canned seafood, including sturgeon, smoked sprats, sardines, and salmon, known for their superior quality and rich flavor. Our healthy desserts are made from 100% natural ingredients, completely sugar-free, offering a guilt-free indulgence without compromising on taste. Enjoy the finest gourmet products, combining quality, innovation, and exquisite flavors.",3,11012 | 11029 | 11033,5 Minute Gourmet | Canned Seafood – KHAN FOOD | Caviar – KHANCAVIAR,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2689.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2689,20250307184838
2690,MEVSIM GIDA SANAYI VE SOGUK DEPO TICARET A.S.,https://www.mvsm.com.tr,National Pavilion,E1-A19-30,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : AEGEAN EXPORTERS' ASSOCIATIONS,"experience in Japan market, strong agriculture power, strong team for new projects","frozen fruits, frozen vegetables",1,8536,FROZEN FRUITS&VEGETABLES,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2690.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2690,20250307210425
2691,MUTLU MAKARNACILIK SANAYI VE TICARET A.S.,,National Pavilion,E1-A19-3,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : AEGEAN EXPORTERS' ASSOCIATIONS,,,1,8506,PASTA,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2691,20250311153426
2694,NUH'UN ANKARA MAKARNASI SAN. VE TIC. A.S.,,National Pavilion,E1-A19-1,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : AEGEAN EXPORTERS' ASSOCIATIONS,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2694,20250312161454
2697,RDM İÇ VE DIŞ TİCARET MÜMESSİLLİK LTD. ŞTİ,,National Pavilion,E1-A19-22,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : AEGEAN EXPORTERS' ASSOCIATIONS,,,5,8808 | 8814 | 8813 | 8806 | 8801,EGG PRODUCTS | FROZEN CHICKEN AND PROCESSED PRODUCTS | FROZEN FISH PRODUCTS | FROZEN FRENCH FRIES | FROZEN WHOLE HEN & HEN CUTS,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2697,20250319141939
2698,SANFORD GIDA TARIM INS. TURZ. SAN. TIC. A.S.,https://www.sanford.com.tr,National Pavilion,E1-A19-34,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : AEGEAN EXPORTERS' ASSOCIATIONS,"JAS ORGANIC MANDARIN SEGMENTS, | JAS ORGANIC KIWI SLICES, | DRIED STRAWBERRY, | JAS ORGANIC MANDARIN PASTE, | JAS ORGANIC KIWI PASTE, | DRIED STRAWBERRY PASTE, | DRIED BLUEBERRY PASTE, | SUGAR / APPLE JUICE INFUSED STRAWBERRY | SUGAR / APPLE JUICE INFUSED CHERRY, |","JAS ORGANIC MANDARIN SEGMENTS, | JAS ORGANIC KIWI SLICES, | DRIED STRAWBERRY, | DRIED ORANGE SLICES, | DRIED LEMON SLICES, | JAS ORGANIC MANDARIN PASTE, | JAS ORGANIC KIWI PASTE, | DRIED STRAWBERRY PASTE, | DRIED BLUEBERRY PASTE, | SUGAR / APPLE JUICE INFUSED STRAWBERRY | SUGAR / APPLE JUICE INFUSED CHERRY, | BLUEBERRY FRUIT PUREE PIECES, | STRAWBERRY FRUIT PUREE PIECES, | CHERRY FRUIT PUREE PIECES, | MANDARIN FRUIT PUREE PIECES, | KIWI FRUIT PUREE PIECES, | MANGO FRUIT PUREE PIECES, | BANANA FRUIT PUREE PIECES, | ORANGE FRUIT PUREE PIECES, | CRANBERRY FRUIT PUREE PIECES, | LEMON FRUIT PUREE PIECES,",1,10573,Air-Dried Fruits - JAS Organic certified Mandarin segments & Kiwi Slices,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2698.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2698,20250306132401
2700,SELVA FOOD IND,,National Pavilion,E1-A19-16,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : AEGEAN EXPORTERS' ASSOCIATIONS,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2700,20250323031712
2706,TICARET VE SANAYI KONTUVARI TAS,https://www.kristalyaglari.com/en,National Pavilion,E1-A19-20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : AEGEAN EXPORTERS' ASSOCIATIONS,"Extra Virgin Olive Oil, Pure Olive Oil, Olive Pomace Oil","Extra Virgin Olive Oil, Pure Olive Oil, Olive Pomace Oil",1,8590,"Extra Virgin Olive Oil, Olive Oil, Organic Olive Oil , Olive Pomace Oil",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2706.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2706,20250309022824
2707,UYGUN RAFINE YAG SAN.VE TIC.LTD.STI.,https://monteida.com,National Pavilion,E1-A19-29,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : AEGEAN EXPORTERS' ASSOCIATIONS,"MONTE IDA IS A TASTE UNIQUE TO AEGEAN, WHICH IS ACHIEVED AT A SPECIAL GEOGRAPHY, IN AN IDEAL CLIMATE AND FERTILE SOIL, BLENDED WITH CONTEMPORARY HARVEST UNDERSTANDING AND HYGIENIC PRESSING METHODS…","Extra Virgin Olive Oil, Organic Extra Virgin Olive Oil, Virgin Olive Oil, Olive Oil, Olive Pomace Oil",5,9057 | 9065 | 9067 | 9062 | 9064,Monte Ida Extra Virgin Olive Oil | Monte Ida Olive Oil | Monte Ida Olive Pomace Oil | Monte Ida Organic Extra Virgin Olive Oil | Monte Ida Virgin Olive Oil,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2707.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2707,20250309004736
2708,VERDE YAG BESIN MAD. SAN. VE TIC.A.S.,,National Pavilion,E1-A19-52,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : AEGEAN EXPORTERS' ASSOCIATIONS,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2708,20250307023853
2709,"QINGDAO ZEST FOODS CO., LTD.",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,"Honey peanuts, caramelized peanuts, mixed nuts, plain almond kernels, salt baked almond kernels, red raisins, green raisins, walnut kernels, pine nut kernels, blueberry kernels, hawaiian kernels",0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2709,20250317151529
2710,"CHANGDAO NATIVE SEAWEED TRADING CO.,LTD",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,DRIED SEAWEED,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2710,20250310165441
2711,"Yantai Ebisu Commercial & Trading Co., Ltd.",http://www.yantai-ebisu.com,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,"condiments, sauce, snacks, drinks，oden，frozen puffer fish","Chicken stock seasoning,Consomme seasoning ，seafood flavored seasoning ，sodium glutamate， puff paratha original，dried cuttlefish，tomato sauce，dried food sprinkled over rice， dried plums，hawthorn snacks，dried dates chips ，freeze-dried red beans， green beas (salt, garlic,spicy)，dried squid，dried codfish，smoked plum juice，canned kanto cooking，frozen puffer fish etc.",5,8570 | 8560 | 8559 | 8561 | 8569,CANNED KANTO COOKING | Chicken Stock | CONSOMME | SODIUM GLUTAMATE | TOMATO SAUCE,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2711.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2711,20250307014443
2716,"YANTAI DACHENG FOODSTUFF CO.,LTD",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,花生 Peanuts,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2716,20250307014419
2717,"SHANDONG JINING GREEN LIVING INTERNATIONAL TRADE CO.,LTD.",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,Sweet Potato Products,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2717,20250321042719
2718,"LAIYANG KANGSHENG FOODSTUFF CO.,LTD",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,FROZEN VEGETABLE 、FROZEN COOKED VEGETABLE,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2718,20250308033724
2719,"QINGDAO LICKON INTERNATIONAL CO., LTD",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,Agrocultural products and spices Fresh vegetable,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2719,20250308002128
2720,"LAIWU EVER GREEN FOOD CO.,LTD",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,Agrocultural products and spices Fresh vegetable,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2720,20250308033548
2721,"YanTai MeiFeng Plastic Products Co., Ltd.",https://www.mfirstpack.com,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,"Food Packaging bags, Food packaging rolling film, stand up pouch, retort pouches, packaging for frozen food, packaging for chips","Mainly produce: Plastic packaging for food, Frozen food packaging, Vaccum bag, Steamable Bag, Boiling Bag, High Barrier Bag",5,9893 | 9801 | 9890 | 9897 | 9882,coffee packaging | Packaging bag for frozen food | retort bag for food packaging | rolling film | Stand up pouch for dried fruits and nuts,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_2721.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2721,20250307014352
2723,"Yantai Shinho Enterprise Foods Co.,Ltd",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,LIU YUE XIAN PREMIUM SOY SAUCE、 CONG BAN LV SOY BEAN PASTE、TAKE BUE MISO、HUANG | FEI HONG SPICY PEANUT、HUANG FEI HONG MAGIC CHILI、 WEI DA MEI OYSTER SAUCE 、WEI DA | MEI PUNGENT AND SPICY HOT POT SOUP BASE、 FUSCOUS SOY SAUCE、LIGHT COLOR SOY SAUCE,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2723,20250307014228
2725,"Weifang Meicheng Foodstuffs Co.,Ltd",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,Frozen cooked chicken products,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2725,20250307021452
2726,"ZAOZHUANG SHANTING HONGFU POTATO FACTORY Co.,Ltd",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,Vermicelli,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2726,20250307010917
2728,"SHANDONG XINNUO TRADING CO.,LTD",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,"CHICKEN POWDER SEASONING,CHICKEN ESSENCE,MSG,COMPOUND CONDIMENT",0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2728,20250319112119
2729,"YANTAI SWEET YARD BEE PRODUCT CO.,LTD.",http://www.sweetyard.cn,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,"Yantai Sweetyard Bee Product Co., Ltd. founded in 2008 and covering over 17,000 ㎡, focuses on bee farming, processing, and supplying bee products. With nearly 20 years of honey export experience, we have built a good reputation in the market. | | Holding key certifications like ISO9001 and HACCP, we ensure premium quality. With over 35,000 bee colonies, more than 370 beekeepers, and 8,000 tonnes annual honey production capacity, honey derives from our own apiaries so as to fulfill traceability guaranteed. | | Our extensive and varied honey range, such as ELA Honey, Polyfloral Honey, Acacia Honey, Jujube Honey, and Wolfberry Honey, is highly favored and adored by customers across multiple regions such as Europe, Asia, the Middle East, and Australia. This is attributed to their distinct flavors, intense floral fragrances, and outstanding quality. | | We look foward your inquiry and cooperation, please don't hesitate to contact us with email honey@sweetyard.cn",Bee honey and bee products,5,9794 | 9808 | 9776 | 9923 | 9921,Acacia Honey | Jujube honey | Polyflora honey | Sunflower honey | Vitex honey,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2729,20250307014209
2730,"QINGDAO NINE-ALLANCE GROUP CO,LTD",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,CHINESE FURTHER PROCESSING CHICKEN PRODUCTS,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2730,20250309233520
2731,"Shandong Yunfeng Food Co., Ltd.",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,Frozen Vegetable,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2731,20250312182602
2732,"WEIHAI PEANUT FOODSTUFFS CO.,LTD",,National Pavilion,E7-CC28-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SHANDONG UNIVERSAL CONFERENCE & EXHIBITION,,Nut,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2732,20250307021335
2735,KRAS,,National Pavilion,E3-C03-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : SLOVENIA,,,0,,,,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2735,20250308045051
2737,"T. THAI SNACK FOODS CO., LTD",,Imports Food,E4-P21-2,"Overseas exhibitors | Exportable | Product display only | Co-exhibitor | Organizer : NATIONAL FOOD INSTITUTE, THAILAND","We have perfected our product by using cutting edge technology from Japan which is integrated with our specialized processing from the Netherlands. Over a decade, we have produced and delivered endless effort to bring to our customers the highest quality peaunt mixed with all-natural ingredients.","Baked Squid Hot & Spicy,Curry Coated Peanuts",1,8640,Plusto Crispy Mixed Nuts Protein Bombs ミックスナッツプロテイン:,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173763798164.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2737,20250307172538
2738,"FATHER MAN GROUP CO., LTD",,Imports Food,E4-P21-3,"Overseas exhibitors | Exportable | Product display only | Co-exhibitor | Organizer : NATIONAL FOOD INSTITUTE, THAILAND","100% Natural dried fruits,No SO2 , No preservatived added. we use local materials from our contract farming with "" The best materials selected"" conecpt","1. Natural Pried Mango,Banana,Pineapple 2.Chewy yong coconut, chewy coco banana bite, pineapple, mango 3. Crispy chip (Taro,Banana,Purple potato,pumpkin)",5,8831 | 8823 | 8826 | 8828 | 8658,CHEWY COCO BANANA BITE | Chewy coco mango bite | CHEWY COCO PINEAPPLE BITE | CHEWY YOUNG COCONUT BITE | Natural Dried Mango,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173763842391.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2738,20250317141450
2740,"BANGKOK NATURE FOODS CO., LTD",,Imports Food,E4-P21-5,"Overseas exhibitors | Exportable | Product display only | Co-exhibitor | Organizer : NATIONAL FOOD INSTITUTE, THAILAND","Our factory specializes in producing products tailored to customer orders, Our R&D team ollaborates with your chef to develop recipes that perfectly match the authentic flavors you desire. Our production lines include Raw ready to eat products, Raw ready to cook product. Breaded& Battered seafood products. Pre-Fried products, Grilled product. For example : Pre-Fried Fish nugget, Lime&Salmon nugget, Crumbed squid ring, Battered Squid Twists, Salmon Sous vide, Asian style marinated, Seasoned marinated octopus, Grilled mackerel.",Frozen ready to cook and ready to eat,5,9076 | 9078 | 8854 | 9079 | 9080,"Breaded fish, Breaded shrimp, Breaded squid ring, Calamari | Fresh water prawn | Grill fish, sushi topping | Prefry fish, Prefried fish | Ready to eat , Ready meal ,Frozen meal",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173764872810.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2740,20250318124655
2741,"KT PARTNER CO.,LTD.",,Imports Food,E4-P21-6,"Overseas exhibitors | Exportable | Product display only | Co-exhibitor | Organizer : NATIONAL FOOD INSTITUTE, THAILAND","Pure MAHACHANOK mango juice, freshly squeezed to provide essential vitamins and a refreshing taste. With its delightful aroma and natural sweetness, it's perfect for everyone in the family. | MAHACHANOK mango jelly drinks offer a sweet and chewy jelly texture that provides a unique drinking experience. Refreshing and energizing the day. it keeps you lively throughout | MAHACHANOK hot sauce delivers a perfect balance of heat and flavor, making it an ideal complement | to both. Thai dishes and international cuisine, spice up your meals. | MAHACHANOK spread features a smooth texture and high quality, with natural sweetness that's perfect | for spreading on bread or various dishes. It's an excellent way to start your day. | The MAHACHANOK product range delivers delicious flavors and diverse benefits, including juices, jelly drinks, cherished moment! hot sauce, and spreads, ready to enhance every your meal",1) MAHACHANOK Mango Juice | 2) MAHACHANOK Mango Jelly Drinks | 3)MAHACHANOK Hot Sauce,4,8910 | 8647 | 8911 | 8715,Mahachanok mango hot sauce | Mahachanok Mango Juice | Mahachanok Mango Spread | Mango Jelly Drink Beverage,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/exhibitor_image_173764910770.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/company.php?no=2741,20250308044644
