no,name,has_detail,company_no,company,company_website,company_category,booth,attributes,categories,target_sector,specialities,certifications,exhibited_products,image_url,product_url
9487,Tasty Cheese Pollacky,no,306,yamaei food industries,https://www.yamaei.co.jp/,Local Specialities in Japan,S2-G07,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9487
9490,frozen chestnut,no,2960,"Qingdao Farm Keeper Supply Chain Management Co., Ltd",https://www.farmkeeper.cn,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9490
9491,CAPSAICIN SUPER HOT & SPICY SAUCE,no,2257,"Chungwoo Food co.,Ltd",,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9491
9493,KOREAN SEASONED FRIED CHICKEN SAUCE,no,2257,"Chungwoo Food co.,Ltd",,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9493
9494,TTEOKBOKKI SAUCE POWDER,no,2257,"Chungwoo Food co.,Ltd",,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9494
9495,"Chestnut,Roasted Chestnut",no,2859,"TANGSHAN CITY MEIKEDUO FOOD CO.,LTD.",http://www.tsmeikeduo.com/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9495
9497,CAPSAICIN HOT & SPICY POWDER,no,2257,"Chungwoo Food co.,Ltd",,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9497
9516,snack food,no,2962,"Qingdao Chengfuyi Foods Co., Ltd.",,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9516
9525,"kiwi, korea kiwi",yes,2990,"Korea Kiwi Export Co.,Ltd.",,National Pavilion,E5-A20-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,Fresh Fruit & Vegetables,,,,"gold kiwi, red kiwi, green kiwi",,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9525
9527,Export Services,yes,2445,Food Export Midwest & Northeast,https://www.foodexport.org/,,E4-C12-C31,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : USA Pavilion,Professional Services,,,,Made in USA,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9527
9539,THAI HOM MALI RICE,no,1630,KJ WORLD FOODS COMPANY LIMITED,,National Pavilion,E4-A21-27,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : THAILAND,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9539
9540,THAI JASMINE RICE,yes,1630,KJ WORLD FOODS COMPANY LIMITED,,National Pavilion,E4-A21-27,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : THAILAND,Rice,"IMPORTER, WHOLESALER, RETAILER, RESTAURANT, SUPER MARKET",THAI JASMINE RICE,ISO9001 | EU-HACCP | US-HACCP | HALAL | FDA | GMP | GFCP(Gluten Free Certification Program),,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_9540.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9540
9548,SUSHI GINGER、PICKLED GINGER SENGIRI、PICKLED GINGER MIJIN、GRATED GARLIC,yes,2889,"ZHUCHENG YUANKANG FOOD CO., LTD.",,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,Fresh Fruit & Vegetables | Frozen Fruit & Vegetables,SUSHI GINGER、PICKLED GINGER SENGIRI、PICKLED GINGER MIJIN、GRATED GARLIC,,ISO22000 | US-HACCP | FSMA | FDA | GAP | CCC(China Compulsory Certification),sushi ginger、BENI SHOGA、PICKLED DICED GINGER、GARLIC PUREE、GINGERPUREE、FRESH GINGER、FRESH GARLIC SPROUT,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9548
9549,THAI GLUTINOUS RICE,no,1630,KJ WORLD FOODS COMPANY LIMITED,,National Pavilion,E4-A21-27,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : THAILAND,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9549
9550,JAPANESE RICE,no,1630,KJ WORLD FOODS COMPANY LIMITED,,National Pavilion,E4-A21-27,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : THAILAND,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9550
9553,a1 banana bread,no,2928,"a1(Xiamen) Food Technology Co.,Ltd.",https://en.a1food.cn/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9553
9555,a1 rice cake cookies(chocolate or strawberry flavor),no,2928,"a1(Xiamen) Food Technology Co.,Ltd.",https://en.a1food.cn/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9555
9556,IQF / Frozen Fruits,no,2639,BEBSI,,National Pavilion,E1-C09-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : National Support Centre for Agriculture - KOWR,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9556
9563,LYCHEE BLACK TEA,no,2946,"GUANGDONG TEA IMP. & EXP. CO., LTD.",,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9563
9582,Nature One Dairy Fluffy Choice Pet Milk Powder (Goat's Milk) - for Dogs & Cats,no,2006,SPC Global Ltd,https://spc.com.au,National Pavilion,E3-C18-20,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : State Government of Victoria, Australia",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9582
9583,Sushi Ginger,yes,2850,"ZHUCHENG FUWEI FOOD CO.,LTD.",https://www.zhongkang.com.cn,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,Vegetable & Animal Oils & Fats,"Quality ginger by testing standard, sweet, thinly sliced young ginger that has been marinated in a solution of sugar and vinegar. sushi ginger can erase the flavor of your tongue and sterilize the fish bacteria, it's the best partner for Japanese food. There are 3 colors: white, red and pink, OEM and ODM are available.","Professional manufacturer, OEM and ODM are available, high quality, good price, all-round service, fast delivery","ISO22000 | FDA | GAP | BRC, LEAF, KOSHER",GARI SHOGA GINGER、RED THREADED GINGER、RED MASHED GINGER、FROZEN YAM MUD、FROZEN MASHED RADISH、FROZEN COOKED ONION、KIMUCHI、FROZEN LEMON、FUKUJIN DUKE、FROZEN GINGER PASTE,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9583
9584,Nature One Dairy Organic Kid's Nutritious Milk Supplement,no,2006,SPC Global Ltd,https://spc.com.au,National Pavilion,E3-C18-20,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : State Government of Victoria, Australia",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9584
9595,Red Threaded Ginger,yes,2850,"ZHUCHENG FUWEI FOOD CO.,LTD.",https://www.zhongkang.com.cn,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,Vegetable & Animal Oils & Fats,"Quality fresh ginger by testing standard, scientific pickling, automatic line cutting, red color, diversification of packaging methods, it's the best partner for Japanese food. OEM and ODE are available.","Over 32 years professional manufacturer, OEM and ODM are available, high quality, good price, all-round service, fast delivery","ISO22000 | GAP | BRC, FDA, LEAF, KOSHER",GARI SHOGA GINGER、RED THREADED GINGER、RED MASHED GINGER、FROZEN YAM MUD、FROZEN MASHED RADISH、FROZEN COOKED ONION、KIMUCHI、FROZEN LEMON、FUKUJIN DUKE、FROZEN GINGER PASTE,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9595
9596,Frozen Yam,yes,2850,"ZHUCHENG FUWEI FOOD CO.,LTD.",https://www.zhongkang.com.cn,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,Vegetable & Animal Oils & Fats,"Yamato-taro and Chinese yam, we can supply yam mud, yam wire, yam segment and strip, frozne products and thawed to use.","Over 32 years professional manufacturer, OEM and ODM are available, high quality, good price, all-round service, fast delivery","ISO22000 | GAP | BRC, FDA, LEAF, KOSHER",GARI SHOGA GINGER、RED THREADED GINGER、RED MASHED GINGER、FROZEN YAM MUD、FROZEN MASHED RADISH、FROZEN COOKED ONION、KIMUCHI、FROZEN LEMON、FUKUJIN DUKE、FROZEN GINGER PASTE,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9596
9598,Fukujin Duke,no,2850,"ZHUCHENG FUWEI FOOD CO.,LTD.",https://www.zhongkang.com.cn,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9598
9599,Frozen Lemon,yes,2850,"ZHUCHENG FUWEI FOOD CO.,LTD.",https://www.zhongkang.com.cn,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,Frozen Baked Goods | Frozen Dairy Products | Frozen Fruit & Vegetables | Frozen Meat | Frozen Seafood | Frozen Ready Meals | Ice Cream / Sorbet Gelato,"Select high-quality lemons, after cleaning sterilization, cutted into different shapes, flap, round, half round, 1/4 round, frozen products, use immediately after thawing.","Over 32 years professional manufacturer, OEM and ODM are available, high quality, good price, all-round service, fast delivery","ISO22000 | BRC, FDA, LEAF, KOSHER",GARI SHOGA GINGER、RED THREADED GINGER、RED MASHED GINGER、FROZEN YAM MUD、FROZEN MASHED RADISH、FROZEN COOKED ONION、KIMUCHI、FROZEN LEMON、FUKUJIN DUKE、FROZEN GINGER PASTE,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9599
9618,ISONOHANA(KELP),yes,306,yamaei food industries,https://www.yamaei.co.jp/,Local Specialities in Japan,S2-G07,Japan exhibitors | Exportable,Seafood | Salty Snacks | Rice Crackers & Healthy Snacks,"people in the world. | snacks, drinking nibbles, appetizer, with wine, with alcohol",It is boiled Hokkaido kelp cutted in bite size. You can enjoy the original kelp flavor.,ISO22000,Hakodate Shredded Squid、Hakodate Dried Squid 、Hakodate、Hokkaido、Squid、Scallop、Domestic、Made in Japan、Smoked Squid With Cheese | 、Soft Scallop With Cheese、Soft Roasted Scallop、Soft Scallop Pillar、 | Big Size Grilled Scallops、Jumbo Size Grilled Scallop、Soft Grilled Scallops 、Tasty Cheese Pollacky、Cheese Pollacky、Delicious Baked Cheese、Seaweed Tempura Snack Original Flavor、Seaweed Tempura Snack Plum Flavor、Seaweed Tempura Snack Seafood Flavor、Seaweed Tempura Snack Wasabi Flavor、Seaweed Tempura Snack Kimchi Flavor 、Seaweed TempuraSnack Chili Oil Flavor、Seaweed Tempura Snack Matcha Flavor、Isonohana(KELP)、Citrus Flavor Kelp,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173916813337.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9618
9621,AGEMONO-GO,no,207,ADTEC,https://www.adtec.co.jp/,FOODEX TECH,E7-W04,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9621
9622,Big Size Grilled Scallops,no,306,yamaei food industries,https://www.yamaei.co.jp/,Local Specialities in Japan,S2-G07,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9622
9628,Seaweed Tempura Mentaiko flavor,no,306,yamaei food industries,https://www.yamaei.co.jp/,Local Specialities in Japan,S2-G07,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9628
9630,Scallop and Cheese,no,306,yamaei food industries,https://www.yamaei.co.jp/,Local Specialities in Japan,S2-G07,Japan exhibitors | Exportable,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9630
9631,Floral Fizz (Chamomint/Hibiscus Ginger),yes,1931,TIUM GLOBAL,http://www.blingbooster.com/,National Pavilion,E4-U18-7,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : KOTRA/GBSA,Bottled Water | Carbonated Soft Drinks | Coffee | Energy Drinks | Flavoured Water | Instant Beverages | Juice | Non-alcoholic Beverages | Smoothies | Tea,"Zero Sparkling, Real flower extract, Chamomile, Ginger, Hibiscus, Mint, Sparkling",Real flower extract added healthy beverage.,ISO9001 | ISO22000 | HALAL | FDA,"Bling Booster, Tium, yogurt sparkling, collagen, wiggle, wiggle-wiggle, zero bubble, Floral fizz",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173917103103.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9631
9633,chestnuts in syrup,no,2909,HUANGSHAN TAOYUAN,https://www.ah2food.com,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9633
9637,THE MUGER Japanese style Tempura Batter Mix,no,2248,"Lactokorea Co., Ltd.",http://lactokorea.com/en/main.php,National Pavilion,E5-A20,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Korea Agro-Fisheries & Food Trade Corporation,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9637
9654,Lestello quinoa cakes 135g,no,2603,Lestello,https://lestello.pl/collections/wafle-1,National Pavilion,E1-C09-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : National Support Centre for Agriculture - KOWR,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9654
9657,Lestello chickpea cakes 135g,yes,2603,Lestello,https://lestello.pl/collections/wafle-1,National Pavilion,E1-C09-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : National Support Centre for Agriculture - KOWR,Baked Goods | Cakes / Dessert,,,ISO9001 | ISO22000 | EU-HACCP | Other HACCP,• Lestello Rice Cakes 135g | • Lestello Corn Cakes 130g | • Lestello Rice Cakes in Chocolate 72g | • Lestello Chickpea Cakes in Chocolate with Cherry 36g,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173918812469.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9657
9677,Nimbus Soy Milk Powder,no,1878,Drink Nimbus Pty Ltd,https://www.drinknimbus.co/,National Pavilion,E3-L15-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Investment NSW,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9677
9678,Cobram Estate Extra Virgin Olive oil Light (Light flavor profile),no,1988,Cobram Estate Olive Oil,https://cobramestate.com.au/,National Pavilion,E3-C18-2,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : State Government of Victoria, Australia",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9678
9683,Cobram Estate Extra Virgin Olive oil Classic (Medium flavor profile),no,1988,Cobram Estate Olive Oil,https://cobramestate.com.au/,National Pavilion,E3-C18-2,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : State Government of Victoria, Australia",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9683
9684,Cobram Estate Extra Virgin Olive oil Robust (Robust flavor profile),no,1988,Cobram Estate Olive Oil,https://cobramestate.com.au/,National Pavilion,E3-C18-2,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : State Government of Victoria, Australia",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9684
9686,Cobram Estate Extra Virgin Olive oil - Ultra Premium Hojiblanca,no,1988,Cobram Estate Olive Oil,https://cobramestate.com.au/,National Pavilion,E3-C18-2,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : State Government of Victoria, Australia",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9686
9687,Cobram Estate Extra Virgin Olive oil - Ultra Premium Picual,no,1988,Cobram Estate Olive Oil,https://cobramestate.com.au/,National Pavilion,E3-C18-2,"Overseas exhibitors | Exportable | Co-exhibitor | Organizer : State Government of Victoria, Australia",,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9687
9696,CANNED WHITE PEACH,no,2856,"WEIFANG SUNSHINE FOOD CO.,LTD.",,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9696
9697,"Edible Fungi,DRY MUSHROOM, BLACK FUNGUS, Mushroom Seaning,MUSHROOM,BLACK FUNGUS",no,2870,"HENAN JIERMU FOOD CO.,LTD",,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9697
9698,CANNED MANDARIN ORANGE,no,2856,"WEIFANG SUNSHINE FOOD CO.,LTD.",,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9698
9699,FROZEN MANDARIN ORANGE,yes,2856,"WEIFANG SUNSHINE FOOD CO.,LTD.",,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,Frozen Fruit & Vegetables,,,ISO9001 | Other HACCP | HALAL | FDA | BRC IFS,"CANNED FRUIT,FRUIT JELLY,FRUIT CUP",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173924464739.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9699
9700,FROZEN PEACH,yes,2856,"WEIFANG SUNSHINE FOOD CO.,LTD.",,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,Frozen Fruit & Vegetables,,,ISO9001 | Other HACCP | HALAL | FDA | BRC IFS,"CANNED FRUIT,FRUIT JELLY,FRUIT CUP",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173924470135.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9700
9703,"Sichuan Pepper,Chinese pepper, Zanthoxylum bungeanum, Chinese prickly ash, Huajiao, Sichuan peppercorn",yes,2899,"Weifang Manna Foods Co., Ltd.",http://wfmf2008.1688.com,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,Powdered Seasoning | Frozen Fruit & Vegetables | Solid Seasonings,"Spices,hydrated vegetables ,food factory,Chinese restaurant","HACCP certificated, Our own spices factory, according to customers need to process all kinds of spices.Mainly exported to the Europe,USA, Japan, Canada, Middle East, Taiwan and other countries and regions.",Other HACCP,Sichuang Pepper，Chili，Spices，Dehydrated Vegtebales,https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_9703.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9703
9706,Nama chocolate Fuwatoro Rich,no,827,"Tokachi Seika co.,ltd.",https://tokachiseika.com/,Local Specialities in Japan,S2-C09-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : hokkaido tokachi products park,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9706
9709,Olive Oil Betis,yes,3226,BETIS OLIVE OIL,https://torresyribelles.com/en/,,W1-B01-040,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : ICEX SPAIN TRADE AND INVESTMENTS,Liquid Seasoning | Vegetarian | Vegan | Vegetable & Animal Oils & Fats,Importer | Retailer | Horeca,• A balanced oil that combines nutrition and organoleptic properties. | • Use Olive Oil for adding a mild flavor,ISO9001,"TORRES Y RIBELLES S.A. is a Spanish olive oil company founded in 1914. Today, we are one of the top ten Spanish olive oil exporting companies, marketing our own brand, BETIS. | | Our products are packaged in an exclusively designed glass bottle, which means no other brand can use the same packaging. This allows consumers to easily recognize our product on the olive oil shelf. In addition, the name of our brand, BETIS, is engraved on each glass bottle. | | Our olive oils are the result of a carefully selected coupage of different olive varieties: Hojiblanca, Arbequina, and Picual. Furthermore, we provide promotional support to help create new business opportunities while introducing and developing the market together with our partners. | | We package and market a wide range of products, from 15 ml to 5 liters, focusing on distribution through major supermarkets, hypermarkets, convenience stores, hotels, and restaurants in more than thirty countries. | | Quality control—certified under ISO 9001 and FSSC 22000—along with our flexibility to adapt products to each market, are key factors behind our success.",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_9709.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9709
9712,Shiratama Zenzai,no,827,"Tokachi Seika co.,ltd.",https://tokachiseika.com/,Local Specialities in Japan,S2-C09-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : hokkaido tokachi products park,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9712
9716,Hokkaido Roll Snow Rich,yes,827,"Tokachi Seika co.,ltd.",https://tokachiseika.com/,Local Specialities in Japan,S2-C09-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : hokkaido tokachi products park,Cakes / Dessert,"Supermarkets, restaurants, etc.",,HALAL,"Mochi, Shiratama, Warabimochi, Namachoco, Chocolate truffle, Roll cake, Dango, Traditional Japanese sweets, Hokkaido, Halal, Frozen desserts",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_9716.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9716
9720,Mochi Burger cheese & strawberry,no,827,"Tokachi Seika co.,ltd.",https://tokachiseika.com/,Local Specialities in Japan,S2-C09-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : hokkaido tokachi products park,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9720
9721,Black Soybean Mochi,yes,827,"Tokachi Seika co.,ltd.",https://tokachiseika.com/,Local Specialities in Japan,S2-C09-00,Japan exhibitors | Exportable | Co-exhibitor | Organizer : hokkaido tokachi products park,Japanese sweets,"Super markets, restaurants, etc.",,,"Mochi, Shiratama, Warabimochi, Namachoco, Chocolate truffle, Roll cake, Dango, Traditional Japanese sweets, Hokkaido, Halal, Frozen desserts",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_173925507117.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9721
9728,Frozen Vegetables and Fruits,no,2869,"Qingdao Smiler Import and Export Co., Ltd",https://www.smilerfood.com/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9728
9732,Frozen French Fries,no,2869,"Qingdao Smiler Import and Export Co., Ltd",https://www.smilerfood.com/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9732
9733,Fresh Vegetables and Fruits,no,2869,"Qingdao Smiler Import and Export Co., Ltd",https://www.smilerfood.com/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9733
9734,Garlic Paste；Ginger Paste；Canned Corn.,no,2869,"Qingdao Smiler Import and Export Co., Ltd",https://www.smilerfood.com/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9734
9737,pistachio nut,no,2883,"XINGHUA KANGYING FOODS CO.,LTD.",https://www.kangying.net.cn/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9737
9738,chive,no,2883,"XINGHUA KANGYING FOODS CO.,LTD.",https://www.kangying.net.cn/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,,,,,,,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9738
9739,tea powder,yes,2883,"XINGHUA KANGYING FOODS CO.,LTD.",https://www.kangying.net.cn/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,Tea,"Manufacturing industry, Food and Beverage industry |","Tea powder has the effect of refreshing the mind | The tea is instantly crushed into more than 600 mesh tea powder, to maximize the preservation of the original natural green tea as well as nutrition, pharmacological components, without any chemical additives. Instant tea is a solid beverage tea that quickly dissolves in water. There are two types of instant tea: pure tea and blended tea. The common types of pure tea are instant black tea, instant oolong tea, instant jasmine tea, etc.",ISO9001 | ISO22000 | Other HACCP | HALAL,"Condiments, beverages, tea and related products, vegetable products, fruitproducts,roasted goods and nut products",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_9739.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9739
9740,cabbage,yes,2883,"XINGHUA KANGYING FOODS CO.,LTD.",https://www.kangying.net.cn/,National Pavilion,E8-00,Overseas exhibitors | Exportable | Co-exhibitor | Organizer : Beijing TBOW International Exhibition Company,Vegetable snacks | Dried Fruit & Vegetables,"Manufacturing industry, Food and Beverage industry |","1.Edible mushroom products and dried fruit products are easy to store and transport: Dehydrated vegetables greatly reduce their volume and weight by removing most of the water, making them very suitable for long-distance transportation and long-term storage. Dehydrated vegetables have shown significant advantages in both household storage and commercial transportation | 2. High nutritional value: Although some water-soluble vitamins such as vitamin C and vitamin B are lost during dehydration, dehydrated vegetables still retain most of their nutritional components. The nutritional value of a pack of 50 grams of dehydrated vegetables is equivalent to the nutritional content of 500 grams of fresh vegetables | Compared with other fresh vegetables, dehydrated vegetables have the characteristics of small size, light weight, recovery after entering water, convenient transportation and consumption. Edible not only delicious, bright color, and can maintain the original nutritional value.",ISO9001 | ISO22000 | Other HACCP | HALAL,"Condiments, beverages, tea and related products, vegetable products, fruitproducts,roasted goods and nut products",https://www.jma-tradeshow.com/foodex/webguide_en/datafile/product_image1_9740.jpg,https://www.jma-tradeshow.com/foodex/webguide_en/product.php?no=9740
